,Unnamed: 0,A31,Longitude,Latitude,shadow_length,shadow,wall_length,x,y,exp_shadow
71636,167391,2.9,126.91173915802044,37.551109024708055,1.8904862163410392,17.127429522643542,9.059801322324901,1032,64,9
71647,183856,11.3,126.91174786924431,37.553983524413745,7.366377325742672,109.62545619543907,14.881868162297367,1900,66,98
71678,169771,16.2,126.9117615026832,37.55361350475311,10.560647139560286,128.28904450376936,12.147839314050875,1788,70,120
71684,169062,12.5,126.9117663883832,37.55151439075943,8.148647484228617,84.05360491665292,10.315037566582102,1154,71,80
71716,168813,7.8,126.91178033781271,37.55312965237689,5.084756030158657,46.99481059396005,9.242294087508792,1642,74,45
71725,170573,18.008579344973285,126.91178391674394,37.55245873143037,11.739645181915838,109.7452774276519,9.348261870529731,1439,75,99
71753,165681,10.55,126.91179916442002,37.55284825753056,6.877458476688954,63.45923025292037,9.22713389953782,1557,79,54
71767,166781,27.01286901745993,126.91180809051359,37.54823842035368,17.609467772873767,170.11146907648188,9.66022774058666,164,81,153
71780,166788,7.6,126.91181580878269,37.55186741154144,4.9543776704110005,48.06767752922382,9.702061636580137,1261,83,36
71796,183705,12.9,126.91182318830313,37.55125298939567,8.409404203723934,71.46014615881245,8.497646733066746,1075,84,64
71798,184665,18.008579344973285,126.91182504536242,37.54948848594164,11.739645181915838,124.0019993468916,10.562670116973264,542,85,110
71803,164580,27.352505169296823,126.91182821767806,37.547898655995,17.830873794811264,159.74313518456262,8.958794561770016,62,86,136
71809,258860,36.535035743887185,126.91183350235649,37.55387239468017,23.816890168050318,343.7066903924073,14.43121616496683,1867,87,322
71811,166903,10.6,126.91183429591659,37.548041133757046,6.910053066625867,69.02101931064428,9.988493379884675,105,87,54
71813,164426,6.2,126.91183460450796,37.55005381291612,4.0417291521773935,33.34610260447074,8.250454532933322,713,87,32
71819,167006,27.01286901745993,126.91183644375728,37.55102086943833,17.609467772873767,190.157792780072,10.7986110217935,1005,88,170
71822,169389,41.02875775394524,126.911838121916,37.553367678415015,26.746310692216905,235.1698931340569,8.792610533851708,1714,88,208
71852,177204,7.6,126.9118556151601,37.55274592794315,4.9543776704110005,45.875504069007185,9.259589623736034,1526,92,36
71859,171595,18.008579344973285,126.91185905974622,37.55265061037503,11.739645181915838,99.6349433977561,8.487048957087499,1497,93,88
71862,172571,18.008579344973285,126.911860553482,37.54990926506485,11.739645181915838,134.31508594251028,11.441153787970862,669,93,121
71894,166241,18.008579344973285,126.91187536851814,37.55218061033015,11.739645181915838,92.06456996767382,7.842193570679061,1355,97,77
71897,176413,18.008579344973285,126.91187630020582,37.55083076840451,11.739645181915838,89.76031676404098,7.6459139414461115,948,97,77
71899,164262,10.2,126.9118768358334,37.54965883207626,6.649296347130552,77.32076725780553,11.62841347734075,594,97,66
71924,166739,11.9,126.911886502886,37.55301940590293,7.757512404985643,80.72659890448489,10.406248123122953,1609,100,70
71928,167296,11.65,126.91189024071184,37.55178035977474,7.5945394553010726,77.52012453277672,10.20735029280371,1234,100,70
71939,184214,54.705010338593645,126.91189722552885,37.55059709223664,35.66174758962253,340.4342972963068,9.546203433826454,877,102,315
71958,166117,18.008579344973285,126.91190583456884,37.55209932100339,11.739645181915838,100.1729553107621,8.532877591996735,1331,104,88
71961,166136,7.2,126.9119077901976,37.55010492435346,4.693620950915683,41.73629401699747,8.892131353055914,728,105,32
71994,167071,6.8,126.91192748084524,37.54813754596381,4.432864231420368,41.387381761787545,9.336487562247381,134,109,36
71998,166763,18.008579344973285,126.9119295494243,37.547972796555705,11.739645181915838,109.90214163027764,9.361623790774761,84,110,99
72003,168053,9.1,126.9119301734754,37.54996394239237,5.932215368518432,49.401500746718455,8.327664738688751,686,110,40
72028,337839,18.008579344973285,126.91194738144924,37.5523265311404,11.739645181915838,105.39560276017565,8.977750274985375,1400,114,88
72029,168397,26.23,126.91194762624436,37.5537349004314,17.099121880905333,303.1804985236464,17.73076422492838,1825,114,289
72031,173598,18.008579344973285,126.91194968216124,37.55201390585285,11.739645181915838,92.82489266198984,7.906958960308319,1305,115,77
72034,167753,54.705010338593645,126.91195095381984,37.553400267402615,35.66174758962253,283.59498876050293,7.952358140828418,1724,115,245
72044,172578,9.004289672486642,126.9119560892568,37.550966854417055,5.869822590957919,52.17542631228584,8.888756943465157,989,116,40
72107,169174,18.008579344973285,126.91198026140341,37.55031256972889,11.739645181915838,98.5780739160499,8.397023282092293,791,122,88
72116,167997,10.2,126.91198616431976,37.549558216951645,6.649296347130552,79.341459183868,11.932309080810805,563,124,66
72118,168982,7.6,126.91198772955286,37.55018773951112,4.9543776704110005,41.07355386725555,8.290355842785036,753,124,32
72123,173435,9.004289672486642,126.91198966780624,37.550866205215,5.869822590957919,48.90657842711746,8.33186653757728,958,124,40
72126,168683,16.9,126.91199113122984,37.55282999425285,11.01697139867709,178.97069189430738,16.244999230532457,1552,125,176
72129,165185,18.008579344973285,126.91199250591588,37.55192987742299,11.739645181915838,97.95395605890872,8.34386001800126,1280,125,88
72133,175896,18.008579344973285,126.91199480752584,37.550472636906036,11.739645181915838,90.02095876539003,7.668115805072325,839,126,77
72138,164073,7.8,126.91199771406522,37.55002683133932,5.084756030158657,45.20288054238511,8.889881888979177,705,126,40
72145,176943,19.8,126.91200026162382,37.55128935931685,12.907457615018131,160.8675244896509,12.4631456703354,1086,127,144
72157,344465,18.008579344973285,126.91200439811243,37.552200785053046,11.739645181915838,111.52045029641212,9.499473669630332,1362,128,99
72158,166242,18.008579344973285,126.91200439946688,37.552200787775725,11.739645181915838,111.52045029641212,9.499473669630332,1362,128,99
72166,171080,7.98,126.91201030434135,37.55077682015561,5.20209655393155,32.01297690049883,6.153860576906174,931,129,30
72183,177381,10.0,126.91202037157528,37.55180537222939,6.518917987382894,62.72066425905085,9.621330469326994,1242,132,54
72194,172453,27.01286901745993,126.9120280098995,37.54981543365022,17.609467772873767,218.25086551721247,12.393950137062841,641,134,204
72198,168639,9.1,126.9120299653532,37.54805039543388,5.932215368518432,58.374325519468115,9.840223574695852,108,134,45
72218,182905,18.008579344973285,126.91203987796196,37.553315391702014,11.739645181915838,98.17179575101892,8.362415918859814,1698,136,88
72225,173448,18.008579344973285,126.91204166672176,37.55071899529688,11.739645181915838,78.41872086854403,6.679820356865894,914,137,66
72243,167781,18.008579344973285,126.91205430091487,37.54920268397683,11.739645181915838,93.1879398823614,7.937883848986454,456,140,77
72285,184615,7.6,126.9120776166986,37.5501194107694,4.9543776704110005,39.931177571483175,8.059776671843954,733,146,32
72286,337157,18.008579344973285,126.91207776042572,37.5502450117939,11.739645181915838,96.60807883658481,8.229216244576394,771,146,88
72288,168666,18.008579344973285,126.91207817853771,37.55038718484688,11.739645181915838,95.54657701027187,8.138795979750322,814,146,88
72298,336335,36.535035743887185,126.91208243056835,37.55165726101801,23.816890168050318,210.34507854381522,8.831760866327848,1197,147,184
72309,168506,68.38126292324206,126.91208773037506,37.55316425257769,44.57718448702816,570.204747569212,12.791403363196704,1653,148,528
72310,167327,15.0,126.91208832726058,37.554291670987,9.778376981074342,77.38521298885341,7.9139118013786325,1993,148,63
72317,170416,18.008579344973285,126.91209221440279,37.547818040500815,11.739645181915838,119.83642113112587,10.207840124139876,37,149,110
72360,176414,18.008579344973285,126.91211788108885,37.550974222243134,11.739645181915838,99.48959694050748,8.474668135095321,991,155,88
72377,168004,18.008579344973285,126.91212690229142,37.54973928398125,11.739645181915838,96.51530651418014,8.221313763626831,618,157,88
72386,166786,27.352505169296823,126.91213225272156,37.54829916022781,17.830873794811264,230.17717446814788,12.90891165048394,183,159,204
72387,168824,7.95,126.91213355838805,37.55185264037519,5.182539799969401,51.91083947523404,10.016486409914407,1256,159,50
72389,168907,48.713380991849604,126.91213454687744,37.5513533453606,31.75585355740043,253.45070680436507,7.981227975693966,1105,159,217
72411,336428,15.2,126.91214426499413,37.55421101953427,9.908755340822001,65.39027818572033,6.599242380758567,1969,162,54
72420,168983,18.008579344973285,126.91214932355876,37.550185676832726,11.739645181915838,96.19348065475836,8.193900170248599,753,163,88
72436,183247,7.6,126.91215779786215,37.550836408055574,4.9543776704110005,44.814530119474774,9.045440840556086,949,165,36
72443,178270,18.008579344973285,126.91216410213109,37.55125580785468,11.739645181915838,95.12010833504878,8.10246875958186,1076,166,88
72461,167926,12.3,126.91217223378712,37.55268878703344,8.01826912448096,97.71437933927288,12.186467905016613,1509,168,96
72494,177328,18.008579344973285,126.9121856323814,37.55116579864473,11.739645181915838,99.66260440422957,8.48940516172953,1049,171,88
72504,175514,18.008579344973285,126.91219153365346,37.5507313417309,11.739645181915838,101.21317238664051,8.621484790916238,918,173,88
72517,169175,9.004289672486642,126.91220043341845,37.55032290908133,5.869822590957919,53.44762761939128,9.105492847726586,794,175,45
72571,167871,27.01286901745993,126.91222757242252,37.54791816600999,17.609467772873767,176.5080151192931,10.023472452199387,68,182,170
72576,182083,18.2,126.91222909013304,37.55169491589285,11.864430737036864,120.01855465442837,10.11582918005242,1209,182,110
72588,177722,9.1,126.91223495049385,37.54769248187768,5.932215368518432,60.58125185669518,10.212247548899311,0,183,50
72598,178801,18.008579344973285,126.91224057581465,37.55190348108524,11.739645181915838,89.81404018532284,7.6504901803740655,1272,185,77
72601,164355,10.235,126.91224286490377,37.5529186308211,6.672112560086392,65.85817861426999,9.870663604844408,1578,185,54
72602,179232,10.235,126.91224286536415,37.552918634328,6.672112560086392,65.85817861426999,9.870663604844408,1578,185,54
72615,178338,18.008579344973285,126.91224682200271,37.554266410132094,11.739645181915838,123.03685832571155,10.480458005259123,1986,186,110
72619,166135,18.008579344973285,126.91224862920069,37.550105663846345,11.739645181915838,71.08061902825746,6.0547502012882415,729,187,66
72637,417681,20.15,126.91225556677952,37.5534145053305,13.13561974457653,245.6712086909301,18.702673605663982,1728,188,234
72638,167468,20.15,126.91225556691998,37.55341450616584,13.13561974457653,245.6712086909301,18.702673605663982,1728,188,234
72653,178529,12.3,126.91226171905303,37.55256569796703,8.01826912448096,97.06412019560415,12.105370708904376,1472,190,96
72662,167790,15.3,126.91226650189621,37.55139243435585,9.973944520695829,85.35156038397588,8.557452892070163,1117,191,72
72676,174221,9.1,126.91227209096463,37.54912322149831,5.932215368518432,48.72367953450032,8.213403679352428,432,192,40
72681,166391,9.0,126.91227588880709,37.551811850868006,5.867026188644606,48.01292630212455,8.183520025025906,1244,193,40
72717,183877,18.4,126.91229262052192,37.55414567683457,11.994809096784525,133.75691241619512,11.151233115669317,1949,197,121
72718,171713,5.9,126.91229371351463,37.55129648569756,3.846161612555908,32.03647149453212,8.32946576918352,1088,197,24
72728,168129,3.4,126.91229854566416,37.54810347804524,2.216432115710184,20.74703591768193,9.36055553906925,124,199,18
72747,165956,7.5,126.91231170412895,37.55118046310587,4.889188490537171,42.7908748421166,8.752142594816426,1053,202,32
72748,173599,27.01286901745993,126.9123130296133,37.55201844978164,17.609467772873767,178.61244186083545,10.142977866484774,1306,202,170
72762,183483,9.25,126.91231838379669,37.55068759493936,6.029999138329178,49.666112702966004,8.2365041127896,904,203,48
72789,168808,9.004289672486642,126.91233508251446,37.55020265648128,5.869822590957919,33.17877953023246,5.652433104425032,758,207,25
72799,167592,9.55,126.91233928875252,37.55170654169672,6.225566677950663,50.23843301358056,8.069696400732807,1212,208,48
72802,166631,18.008579344973285,126.91234123791212,37.54903256943418,11.739645181915838,106.35885294274628,9.059801322324901,404,209,99
72814,183064,18.6,126.91234614581758,37.55402281019092,12.125187456532185,148.5768442727036,12.253570908106749,1912,210,144
72860,165516,18.008579344973285,126.91237160079528,37.55194622389988,11.739645181915838,91.56923241894356,7.8,1285,216,77
72861,172579,18.008579344973285,126.91237333941078,37.55096593334453,11.739645181915838,96.19348065475836,8.193900170248599,988,217,88
72885,175729,13.4,126.91238685332979,37.54792703955656,8.735350103093078,92.54937506434081,10.594810050208547,70,220,80
72889,166965,27.01286901745993,126.91238949656186,37.55143179718621,17.609467772873767,149.91853250374484,8.513518661517105,1129,221,136
72904,175486,12.0,126.91239800228969,37.55282484415128,7.822701584859472,100.1794602404361,12.806248474865697,1550,223,84
72909,280028,14.95,126.91240292050327,37.547775190888366,9.745782391137428,112.5374150696115,11.54729405531876,24,224,99
72910,169457,14.95,126.9124029226972,37.54777518984439,9.745782391137428,112.5374150696115,11.54729405531876,24,224,99
72925,336149,18.008579344973285,126.91240980318938,37.55132984440385,11.739645181915838,92.05708473899624,7.841555968046138,1098,225,77
72946,169004,27.01286901745993,126.91241884428291,37.550302411925934,17.609467772873767,129.82131511236844,7.372245248226623,788,228,119
72957,165970,9.3,126.91242327081358,37.55185356712806,6.062593728266092,49.234084402871225,8.120960534321048,1257,229,48
72969,171444,10.65,126.9124314795608,37.550666749687174,6.942647656562783,70.16540751104968,10.10643359449811,898,231,60
72990,165675,10.2,126.91244482157644,37.54857623545279,6.649296347130552,81.85929261957506,12.310970717209914,266,234,72
72996,167170,18.008579344973285,126.91244870178095,37.55120621487613,11.739645181915838,106.37828809191583,9.061456836513653,1061,235,99
73004,174169,10.2,126.91245366072506,37.55422933415503,6.649296347130552,61.21687601028039,9.206519429187123,1974,236,54
73019,167654,148.0014203837526,126.91245939260895,37.553205154052684,96.4809121497862,1849.0384951252859,19.164811504421326,1665,237,1824
73058,184998,18.008579344973285,126.91247877158608,37.5520058449891,11.739645181915838,100.74913975637537,8.58195781858662,1303,242,88
73068,167225,54.705010338593645,126.91248438195171,37.55108294817422,35.66174758962253,298.3675868458509,8.366600265340756,1024,243,280
73071,182610,16.1,126.91248586401129,37.548334823387435,10.49545795968646,115.89761227620515,11.042644610780515,194,244,110
73074,165954,9.004289672486642,126.91248718861573,37.54899389671608,5.869822590957919,43.92573011302051,7.483314773547883,393,244,35
73081,181109,9.004289672486642,126.91249206802128,37.54918407179707,5.869822590957919,46.482917181528684,7.918964578781749,450,245,35
73099,172127,18.008579344973285,126.91250126194448,37.5499404724279,11.739645181915838,116.65450964618302,9.936800289831732,679,247,99
73140,377481,18.008579344973285,126.91252916250114,37.55190911573857,11.739645181915838,100.78333257587545,8.5848704125339,1273,254,88
73141,182722,9.004289672486642,126.9125315714858,37.54906473052859,5.869822590957919,45.61875668909583,7.771743691090179,414,255,35
73151,167058,8.04,126.91253757226565,37.54956595937524,5.241210061855846,73.19702165562337,13.965672200076874,566,256,65
73152,167974,12.1,126.9125384589438,37.55097722646811,7.8878907647333,73.31920696443687,9.2951600308978,992,256,63
73154,396473,23.95,126.91253876627705,37.553986256797145,15.612808579782033,320.56103601291414,20.53192635872241,1901,256,300
73155,168791,23.95,126.91253876685651,37.553986260175094,15.612808579782033,320.56103601291414,20.53192635872241,1901,256,300
73168,169646,8.85,126.91254622527453,37.55299519571239,5.769242418833861,77.95311887277664,13.511846653955187,1602,258,65
73176,174198,13.6,126.91254995322909,37.551767593407995,8.865728462840735,110.38098973020463,12.450301201175813,1231,259,96
73181,167238,18.008579344973285,126.91255164259684,37.55046370850623,11.739645181915838,125.20759501100792,10.665364503850773,837,259,110
73201,175513,9.3,126.91256465283668,37.550741916013756,6.062593728266092,65.37489095046537,10.783320453366857,921,263,60
73228,166131,10.99,126.91257710892953,37.54871781007001,7.164290868133802,86.98936137781858,12.14207560510146,309,266,84
73289,180812,9.004289672486642,126.91260483237535,37.54898699119219,5.869822590957919,32.56561491718018,5.547972602672079,391,272,25
73310,171447,23.81606269877329,126.91261573863187,37.548612841128666,15.5254959515672,151.06076192513856,9.729850975220534,278,275,135
73313,171117,7.8,126.91261625814094,37.55205990164,5.084756030158657,45.700614997284774,8.987769467448528,1319,275,40
73327,167040,68.38126292324206,126.91262272203623,37.54797693064466,44.57718448702816,434.8046783877242,9.753973549277237,85,277,396
73365,278868,18.008579344973285,126.91264595293345,37.550677837829966,11.739645181915838,74.43342403578279,6.340346993658943,901,282,66
73366,168670,18.008579344973285,126.9126459530368,37.55067783814373,11.739645181915838,74.43342403578279,6.340346993658943,901,282,66
73376,169005,18.008579344973285,126.91264910298824,37.55031210636844,11.739645181915838,77.81002819078337,6.627971031922213,791,283,66
73388,168981,18.008579344973285,126.91265638913015,37.55016375001585,11.739645181915838,96.32234003021769,8.204876598706406,746,285,88
73418,336985,9.0,126.91266966692987,37.550591923508,5.867026188644606,43.6019134391128,7.431688906298486,875,288,35
73429,166087,10.1,126.91267522030493,37.549772999835376,6.584107167256723,80.19377661405423,12.179901477434043,628,289,72
73430,184650,12.3,126.91267619673648,37.54786129280282,8.01826912448096,94.3024810414884,11.760952342391324,50,289,88
73434,167266,15.0,126.91268216113579,37.55277411689429,9.778376981074342,101.11049846864454,10.340212763768454,1535,291,90
73435,432765,18.008579344973285,126.912682515,37.54851012900056,11.739645181915838,137.48923934500073,11.71153277756588,247,291,121
73443,176062,6.6,126.91268828033009,37.55256911361139,4.30248587167271,49.88101055806244,11.593532679903912,1473,292,44
73467,166575,18.008579344973285,126.91270238852863,37.5492956111621,11.739645181915838,125.13052046076113,10.658799181896617,484,296,110
73491,358555,9.3,126.91271087379278,37.55196023584543,6.062593728266092,53.82067368856724,8.877499647986474,1289,298,48
73498,166651,6.6,126.91271399918672,37.55258767216277,4.30248587167271,49.88101055806244,11.593532679903912,1478,299,44
73513,169070,10.2,126.91271940478548,37.5483784859562,6.649296347130552,94.46682255432724,14.20704050814243,207,300,84
73530,164996,18.008579344973285,126.91273177662704,37.54963513129857,11.739645181915838,141.58810284887753,12.060679914499016,586,303,132
73549,166116,9.004289672486642,126.91273979857391,37.55209572601028,5.869822590957919,49.38331666572088,8.413085046521282,1330,305,40
73569,333344,8.8,126.91275031052065,37.55185598767928,5.736647828896947,51.284476547567714,8.939798655450804,1257,307,40
73582,180620,18.008579344973285,126.91275555053335,37.55025438315854,11.739645181915838,67.43912719564388,5.744562646538029,773,309,55
73584,165286,19.6,126.91275673568121,37.55290385472403,12.777079255270474,273.9424862531157,21.440149253211835,1574,309,252
73596,183807,27.01286901745993,126.91276539756979,37.54920983766632,17.609467772873767,185.14243027641842,10.513800454640556,458,311,170
73606,166137,27.352505169296823,126.91276903901121,37.55011802431823,17.830873794811264,146.25664858759365,8.202438661763951,732,312,136
73611,167848,17.1,126.91277104190942,37.554259905048156,11.147349758424747,140.29284007810008,12.585308895692627,1984,312,132
73619,170571,6.3,126.91277546665172,37.55000377525929,4.106918332051223,50.55014238555583,12.308533625091169,698,313,48
73630,167742,72.26589707187196,126.91278165518078,37.551162113083656,47.10954562961868,1011.682291086942,21.475101862389387,1048,315,987
73642,166949,14.2,126.91279023641556,37.552508248473295,9.256863542083707,93.5584562578118,10.10692831675381,1454,317,90
73675,181786,13.0,126.91280746774271,37.54828752748369,8.474593383597762,67.41431172485515,7.954872720540536,179,321,56
73683,173597,18.008579344973285,126.91281250661278,37.55200797100554,11.739645181915838,99.29547071274399,8.4581321815162,1303,322,88
73692,169082,21.3,126.91281527883557,37.55356009013377,13.885295313125566,242.36503551238118,17.45479876710127,1772,323,221
73698,167203,18.008579344973285,126.91281652792809,37.54778591591262,11.739645181915838,79.16212580082924,6.743144666993286,28,323,66
73704,168845,15.8,126.91281823398363,37.55377320075503,10.299890420064973,147.03972917275644,14.27585373979434,1837,324,140
73748,166285,5.9,126.91284344084816,37.54982268193987,3.846161612555908,48.884093743002225,12.709838708654015,643,330,36
73766,167282,14.15,126.91285246787868,37.548166569661696,9.224268952146797,99.8055670327022,10.81988909370147,143,332,90
73776,167057,7.5,126.91285615231735,37.547903939766044,4.889188490537171,49.530640629539576,10.130646573639806,63,333,40
73778,166238,9.004289672486642,126.91285698337497,37.55241062043112,5.869822590957919,64.17732351838697,10.933434958877287,1425,333,50
73826,167044,18.008579344973285,126.91288907924152,37.54801718497129,11.739645181915838,98.78756216091872,8.414867794564573,98,341,88
73854,171733,7.0,126.91290461866764,37.54882109197748,4.563242591168025,44.687170916349174,9.792854537876073,340,344,36
73855,428092,7.0,126.91290462231865,37.54882109261757,4.563242591168025,44.687170916349174,9.792854537876073,340,344,36
73863,167467,18.008579344973285,126.91291015059177,37.55343494694644,11.739645181915838,116.10977949041978,9.890399385262457,1734,346,99
73888,166444,10.3,126.9129240718032,37.55405358597446,6.714485527004381,73.74632889910072,10.983168941612432,1921,349,60
73891,166598,15.2,126.9129269687817,37.549516560373675,9.908755340822001,123.05222040006548,12.418534535121285,551,350,108
73909,165582,10.9,126.91293773513162,37.55216804121369,7.105620606247356,61.782135132370456,8.694826047713663,1352,352,56
73914,183607,9.0,126.91294122521052,37.554208239995646,5.867026188644606,53.541235059695474,9.125787637239867,1968,353,45
73940,336504,21.2,126.91295436830092,37.55264602802969,13.820106133251734,246.19191526893846,17.814039407164227,1496,356,221
73946,182636,9.4,126.91296019238293,37.55231883186449,6.12778290813992,69.98024665448835,11.420157617125955,1397,358,66
73961,168185,11.6,126.91296947251313,37.55024295356913,7.561944865364157,68.69310007063694,9.084051959340613,770,360,63
73981,164257,10.9,126.91298077002865,37.55396439022006,7.105620606247356,70.41738136905428,9.910095862301233,1894,363,63
73991,174798,12.15,126.91298430086292,37.547815497948406,7.920485354670216,53.87094692511919,6.801470429252781,37,364,42
73992,402958,12.15,126.9129843019031,37.54781549841597,7.920485354670216,53.87094692511919,6.801470429252781,37,364,42
74018,164072,11.7,126.91299923679607,37.55005018568267,7.627134045237986,48.87915962521496,6.408587988004847,712,367,42
74033,400543,26.7,126.91300581927635,37.54909209141879,17.405511026312325,223.2523962998077,12.82653499585917,422,369,204
74069,173451,9.004289672486642,126.9130230826888,37.54883019049418,5.869822590957919,47.67943835774633,8.122807396460907,343,373,40
74080,183491,9.9,126.91302946322192,37.5476925925203,6.453728807509066,43.095254333577145,6.677574409918621,0,374,36
74084,172599,18.008579344973285,126.9130301833452,37.553504340817476,11.739645181915838,124.1686015976893,10.576861538282516,1755,375,110
74097,350160,13.2,126.9130372147382,37.55206429482549,8.60497174334542,67.09671194022404,7.797435475847171,1320,376,56
74107,172725,18.008579344973285,126.9130424045098,37.55223870967913,11.739645181915838,101.70896878316988,8.663717446916191,1373,378,88
74125,400299,5.7,126.9130509731546,37.54839196844954,3.7157832528082495,42.7234288539743,11.497825881443848,211,380,33
74126,169219,5.7,126.91305097423206,37.54839197017082,3.7157832528082495,42.7234288539743,11.497825881443848,211,380,33
